question,answer_llm,answer_orig,document
How should I define the weather tool JSON in Azure OpenAI so I don't get the missing tools[0].function error?,"Define it like this:

```json
get_weather_tool = {
    ""type"": ""function"",
    ""function"": {
        ""name"": ""get_weather"",
        ""description"": ""Get the current weather for a specific city or generate fake data"",
        ""parameters"": {
            ""type"": ""object"",
            ""properties"": {
                ""city"": {
                    ""type"": ""string"",
                    ""description"": ""The name of the city to get the weather for.""
                }
            },
            ""required"": [""city""],
            ""additionalProperties"": false
        }
    }
}
```

This structure includes the required `tools[0].function` field, which should prevent that Azure OpenAI error.","Modify the `get_weather_tool` JSON to be the following:

```json
get_weather_tool = {
    ""type"": ""function"",
    ""function"": {
        ""name"": ""get_weather"",
        ""description"": ""Get the current weather for a specific city or generate fake data"",
        ""parameters"": {
            ""type"": ""object"",
            ""properties"": {
                ""city"": {
                    ""type"": ""string"",
                    ""description"": ""The name of the city to get the weather for.""
                }
            },
            ""required"": [""city""],
            ""additionalProperties"": false
        }
    }
}
```",b9c7c6bb34
What do I need to change in my get_weather_tool config to make the function tool format valid?,"Change your `get_weather_tool` to include a top-level `""function""` object with `name`, `description`, and `parameters`, like this:

```json
get_weather_tool = {
    ""type"": ""function"",
    ""function"": {
        ""name"": ""get_weather"",
        ""description"": ""Get the current weather for a specific city or generate fake data"",
        ""parameters"": {
            ""type"": ""object"",
            ""properties"": {
                ""city"": {
                    ""type"": ""string"",
                    ""description"": ""The name of the city to get the weather for.""
                }
            },
            ""required"": [""city""],
            ""additionalProperties"": false
        }
    }
}
```

This is the valid function tool format.","Modify the `get_weather_tool` JSON to be the following:

```json
get_weather_tool = {
    ""type"": ""function"",
    ""function"": {
        ""name"": ""get_weather"",
        ""description"": ""Get the current weather for a specific city or generate fake data"",
        ""parameters"": {
            ""type"": ""object"",
            ""properties"": {
                ""city"": {
                    ""type"": ""string"",
                    ""description"": ""The name of the city to get the weather for.""
                }
            },
            ""required"": [""city""],
            ""additionalProperties"": false
        }
    }
}
```",b9c7c6bb34
"Why am I seeing Error code 400 about tools[0].function missing, and what's the correct tool schema?","You’re seeing that error because your tool is missing the required top-level `""function""` field inside the tool definition.

The correct schema is:

```json
{
  ""type"": ""function"",
  ""function"": {
    ""name"": ""get_weather"",
    ""description"": ""Get the current weather for a specific city or generate fake data"",
    ""parameters"": {
      ""type"": ""object"",
      ""properties"": {
        ""city"": {
          ""type"": ""string"",
          ""description"": ""The name of the city to get the weather for.""
        }
      },
      ""required"": [""city""],
      ""additionalProperties"": false
    }
  }
}
```

So your `get_weather_tool` should be defined like this:

```python
get_weather_tool = {
    ""type"": ""function"",
    ""function"": {
        ""name"": ""get_weather"",
        ""description"": ""Get the current weather for a specific city or generate fake data"",
        ""parameters"": {
            ""type"": ""object"",
            ""properties"": {
                ""city"": {
                    ""type"": ""string"",
                    ""description"": ""The name of the city to get the weather for.""
                }
            },
            ""required"": [""city""],
            ""additionalProperties"": False
        }
    }
}
```

","Modify the `get_weather_tool` JSON to be the following:

```json
get_weather_tool = {
    ""type"": ""function"",
    ""function"": {
        ""name"": ""get_weather"",
        ""description"": ""Get the current weather for a specific city or generate fake data"",
        ""parameters"": {
            ""type"": ""object"",
            ""properties"": {
                ""city"": {
                    ""type"": ""string"",
                    ""description"": ""The name of the city to get the weather for.""
                }
            },
            ""required"": [""city""],
            ""additionalProperties"": false
        }
    }
}
```",b9c7c6bb34
Can you show the right JSON structure for a get_weather function tool in Azure OpenAI?,"Yes — the right JSON structure for a `get_weather` function tool in Azure OpenAI is:

```json
{
  ""type"": ""function"",
  ""function"": {
    ""name"": ""get_weather"",
    ""description"": ""Get the current weather for a specific city or generate fake data"",
    ""parameters"": {
      ""type"": ""object"",
      ""properties"": {
        ""city"": {
          ""type"": ""string"",
          ""description"": ""The name of the city to get the weather for.""
        }
      },
      ""required"": [""city""],
      ""additionalProperties"": false
    }
  }
}
```

If you want, I can also show how to pass this into the Azure OpenAI API request.","Modify the `get_weather_tool` JSON to be the following:

```json
get_weather_tool = {
    ""type"": ""function"",
    ""function"": {
        ""name"": ""get_weather"",
        ""description"": ""Get the current weather for a specific city or generate fake data"",
        ""parameters"": {
            ""type"": ""object"",
            ""properties"": {
                ""city"": {
                    ""type"": ""string"",
                    ""description"": ""The name of the city to get the weather for.""
                }
            },
            ""required"": [""city""],
            ""additionalProperties"": false
        }
    }
}
```",b9c7c6bb34
My Azure OpenAI request fails with missing required parameter tools[0].function — what should the tool object look like?,"The tool object should look like this:

```json
{
  ""type"": ""function"",
  ""function"": {
    ""name"": ""get_weather"",
    ""description"": ""Get the current weather for a specific city or generate fake data"",
    ""parameters"": {
      ""type"": ""object"",
      ""properties"": {
        ""city"": {
          ""type"": ""string"",
          ""description"": ""The name of the city to get the weather for.""
        }
      },
      ""required"": [""city""],
      ""additionalProperties"": false
    }
  }
}
```

The key part is that `tools[0]` must contain a `function` field inside the tool definition.","Modify the `get_weather_tool` JSON to be the following:

```json
get_weather_tool = {
    ""type"": ""function"",
    ""function"": {
        ""name"": ""get_weather"",
        ""description"": ""Get the current weather for a specific city or generate fake data"",
        ""parameters"": {
            ""type"": ""object"",
            ""properties"": {
                ""city"": {
                    ""type"": ""string"",
                    ""description"": ""The name of the city to get the weather for.""
                }
            },
            ""required"": [""city""],
            ""additionalProperties"": false
        }
    }
}
```",b9c7c6bb34
"Why does toyaikit give a 404 with Groq or another non-OpenAI model, and what should I switch to instead?","It 404s because `OpenAIResponsesRunner` / `OpenAIClient` call OpenAI’s **Responses API** (`responses.create`), and that endpoint is **OpenAI-specific**. Groq and other non-OpenAI providers usually don’t implement it.

You should switch to the **chat completions** version instead:

- `OpenAIChatCompletionsClient`
- `OpenAIChatCompletionsRunner`

These use `chat.completions.create`, which Groq and other OpenAI-compatible providers support.

For Anthropic, use:

- `AnthropicClient`
- `AnthropicMessagesRunner`

If you want, I can also show the exact code change from the Responses runner to the chat-completions runner.","If you get a `404` (or similar) when using toyaikit with Groq or another non-OpenAI provider, it's because `OpenAIResponsesRunner` / `OpenAIClient` call OpenAI's Responses endpoint (`responses.create`), which only OpenAI implements. Switch to the **chat completions** classes, which use the standard `chat.completions.create` endpoint that Groq and other OpenAI-compatible providers support.

### OpenAI or Groq (chat completions)

```python
import os
from openai import OpenAI
from toyaikit.tools import Tools
from toyaikit.llm import OpenAIChatCompletionsClient
from toyaikit.chat.runners import OpenAIChatCompletionsRunner

tools = Tools()
tools.add_tools(my_tools_object)   # functions need type hints + an Args: docstring

# OpenAI:
llm_client = OpenAIChatCompletionsClient(model=""gpt-4o-mini"", client=OpenAI())

# Groq (same runner, just point the OpenAI client at Groq's base URL):
groq_client = OpenAI(
    api_key=os.getenv(""GROQ_API_KEY""),
    base_url=""https://api.groq.com/openai/v1"",
)
llm_client = OpenAIChatCompletionsClient(model=""llama-3.3-70b-versatile"", client=groq_client)

runner = OpenAIChatCompletionsRunner(
    tools=tools,
    developer_prompt=""You are a helpful assistant."",
    llm_client=llm_client,
)
result = runner.loop(prompt=""What's the weather in Berlin?"")
print(result.last_message)
```

### Anthropic

```python
from toyaikit.tools import Tools
from toyaikit.llm import AnthropicClient
from toyaikit.chat.runners import AnthropicMessagesRunner

tools = Tools()
tools.add_tools(my_tools_object)

# Reads ANTHROPIC_API_KEY from the environment automatically:
llm_client = AnthropicClient(model=""claude-haiku-4-5"")

runner = AnthropicMessagesRunner(
    tools=tools,
    developer_prompt=""You are a helpful assistant."",
    llm_client=llm_client,
)
result = runner.loop(prompt=""What's the weather in Berlin?"")
print(result.last_message)
```

Notes:

- `runner.loop(prompt=...)` runs one turn programmatically and returns a result with `.last_message`, `.all_messages`, and `.tokens` — no chat interface needed. Use `runner.run()` only for the interactive Jupyter loop.
- Pass an explicit, current model id. For Anthropic, `claude-haiku-4-5` / `claude-sonnet-4-5` work; an outdated id can 404.
- For Groq you'll see a harmless `UnknownModelWarning: No pricing data...` — the call still succeeds, only cost calculation is skipped.",0224d980b3
How can I make toyaikit work with Groq using the OpenAI-compatible API base URL?,"Use the **chat completions** runner/client, not the Responses API, and point the OpenAI client to Groq’s OpenAI-compatible base URL.

```python
import os
from openai import OpenAI
from toyaikit.tools import Tools
from toyaikit.llm import OpenAIChatCompletionsClient
from toyaikit.chat.runners import OpenAIChatCompletionsRunner

tools = Tools()
tools.add_tools(my_tools_object)

groq_client = OpenAI(
    api_key=os.getenv(""GROQ_API_KEY""),
    base_url=""https://api.groq.com/openai/v1"",
)

llm_client = OpenAIChatCompletionsClient(
    model=""llama-3.3-70b-versatile"",
    client=groq_client,
)

runner = OpenAIChatCompletionsRunner(
    tools=tools,
    developer_prompt=""You are a helpful assistant."",
    llm_client=llm_client,
)

result = runner.loop(prompt=""What's the weather in Berlin?"")
print(result.last_message)
```

If you use `OpenAIResponsesRunner` / `OpenAIClient`, Groq will return a `404` because those call OpenAI’s Responses endpoint, which Groq doesn’t implement.","If you get a `404` (or similar) when using toyaikit with Groq or another non-OpenAI provider, it's because `OpenAIResponsesRunner` / `OpenAIClient` call OpenAI's Responses endpoint (`responses.create`), which only OpenAI implements. Switch to the **chat completions** classes, which use the standard `chat.completions.create` endpoint that Groq and other OpenAI-compatible providers support.

### OpenAI or Groq (chat completions)

```python
import os
from openai import OpenAI
from toyaikit.tools import Tools
from toyaikit.llm import OpenAIChatCompletionsClient
from toyaikit.chat.runners import OpenAIChatCompletionsRunner

tools = Tools()
tools.add_tools(my_tools_object)   # functions need type hints + an Args: docstring

# OpenAI:
llm_client = OpenAIChatCompletionsClient(model=""gpt-4o-mini"", client=OpenAI())

# Groq (same runner, just point the OpenAI client at Groq's base URL):
groq_client = OpenAI(
    api_key=os.getenv(""GROQ_API_KEY""),
    base_url=""https://api.groq.com/openai/v1"",
)
llm_client = OpenAIChatCompletionsClient(model=""llama-3.3-70b-versatile"", client=groq_client)

runner = OpenAIChatCompletionsRunner(
    tools=tools,
    developer_prompt=""You are a helpful assistant."",
    llm_client=llm_client,
)
result = runner.loop(prompt=""What's the weather in Berlin?"")
print(result.last_message)
```

### Anthropic

```python
from toyaikit.tools import Tools
from toyaikit.llm import AnthropicClient
from toyaikit.chat.runners import AnthropicMessagesRunner

tools = Tools()
tools.add_tools(my_tools_object)

# Reads ANTHROPIC_API_KEY from the environment automatically:
llm_client = AnthropicClient(model=""claude-haiku-4-5"")

runner = AnthropicMessagesRunner(
    tools=tools,
    developer_prompt=""You are a helpful assistant."",
    llm_client=llm_client,
)
result = runner.loop(prompt=""What's the weather in Berlin?"")
print(result.last_message)
```

Notes:

- `runner.loop(prompt=...)` runs one turn programmatically and returns a result with `.last_message`, `.all_messages`, and `.tokens` — no chat interface needed. Use `runner.run()` only for the interactive Jupyter loop.
- Pass an explicit, current model id. For Anthropic, `claude-haiku-4-5` / `claude-sonnet-4-5` work; an outdated id can 404.
- For Groq you'll see a harmless `UnknownModelWarning: No pricing data...` — the call still succeeds, only cost calculation is skipped.",0224d980b3
What’s the right way to use toyaikit with Anthropic models like Claude instead of OpenAI?,"Use the **provider-specific runner/client**, not the OpenAI Responses runner.

For **Anthropic/Claude**, the context says to use:

```python
from toyaikit.tools import Tools
from toyaikit.llm import AnthropicClient
from toyaikit.chat.runners import AnthropicMessagesRunner

tools = Tools()
tools.add_tools(my_tools_object)

llm_client = AnthropicClient(model=""claude-haiku-4-5"")  # reads ANTHROPIC_API_KEY automatically

runner = AnthropicMessagesRunner(
    tools=tools,
    developer_prompt=""You are a helpful assistant."",
    llm_client=llm_client,
)

result = runner.loop(prompt=""What's the weather in Berlin?"")
print(result.last_message)
```

Key points:
- Don’t use `OpenAIResponsesRunner` for Anthropic.
- Use `AnthropicClient` + `AnthropicMessagesRunner`.
- Make sure you pass a current Anthropic model id like `claude-haiku-4-5` or `claude-sonnet-4-5`.

If you need, I can also show the equivalent setup for OpenAI-compatible providers like Groq.","If you get a `404` (or similar) when using toyaikit with Groq or another non-OpenAI provider, it's because `OpenAIResponsesRunner` / `OpenAIClient` call OpenAI's Responses endpoint (`responses.create`), which only OpenAI implements. Switch to the **chat completions** classes, which use the standard `chat.completions.create` endpoint that Groq and other OpenAI-compatible providers support.

### OpenAI or Groq (chat completions)

```python
import os
from openai import OpenAI
from toyaikit.tools import Tools
from toyaikit.llm import OpenAIChatCompletionsClient
from toyaikit.chat.runners import OpenAIChatCompletionsRunner

tools = Tools()
tools.add_tools(my_tools_object)   # functions need type hints + an Args: docstring

# OpenAI:
llm_client = OpenAIChatCompletionsClient(model=""gpt-4o-mini"", client=OpenAI())

# Groq (same runner, just point the OpenAI client at Groq's base URL):
groq_client = OpenAI(
    api_key=os.getenv(""GROQ_API_KEY""),
    base_url=""https://api.groq.com/openai/v1"",
)
llm_client = OpenAIChatCompletionsClient(model=""llama-3.3-70b-versatile"", client=groq_client)

runner = OpenAIChatCompletionsRunner(
    tools=tools,
    developer_prompt=""You are a helpful assistant."",
    llm_client=llm_client,
)
result = runner.loop(prompt=""What's the weather in Berlin?"")
print(result.last_message)
```

### Anthropic

```python
from toyaikit.tools import Tools
from toyaikit.llm import AnthropicClient
from toyaikit.chat.runners import AnthropicMessagesRunner

tools = Tools()
tools.add_tools(my_tools_object)

# Reads ANTHROPIC_API_KEY from the environment automatically:
llm_client = AnthropicClient(model=""claude-haiku-4-5"")

runner = AnthropicMessagesRunner(
    tools=tools,
    developer_prompt=""You are a helpful assistant."",
    llm_client=llm_client,
)
result = runner.loop(prompt=""What's the weather in Berlin?"")
print(result.last_message)
```

Notes:

- `runner.loop(prompt=...)` runs one turn programmatically and returns a result with `.last_message`, `.all_messages`, and `.tokens` — no chat interface needed. Use `runner.run()` only for the interactive Jupyter loop.
- Pass an explicit, current model id. For Anthropic, `claude-haiku-4-5` / `claude-sonnet-4-5` work; an outdated id can 404.
- For Groq you'll see a harmless `UnknownModelWarning: No pricing data...` — the call still succeeds, only cost calculation is skipped.",0224d980b3
"In toyaikit, when should I use `runner.loop(prompt=...)` versus `runner.run()`?","Use `runner.loop(prompt=...)` when you want to run a single turn programmatically and get back a result object.

Use `runner.run()` only for the interactive Jupyter loop.","If you get a `404` (or similar) when using toyaikit with Groq or another non-OpenAI provider, it's because `OpenAIResponsesRunner` / `OpenAIClient` call OpenAI's Responses endpoint (`responses.create`), which only OpenAI implements. Switch to the **chat completions** classes, which use the standard `chat.completions.create` endpoint that Groq and other OpenAI-compatible providers support.

### OpenAI or Groq (chat completions)

```python
import os
from openai import OpenAI
from toyaikit.tools import Tools
from toyaikit.llm import OpenAIChatCompletionsClient
from toyaikit.chat.runners import OpenAIChatCompletionsRunner

tools = Tools()
tools.add_tools(my_tools_object)   # functions need type hints + an Args: docstring

# OpenAI:
llm_client = OpenAIChatCompletionsClient(model=""gpt-4o-mini"", client=OpenAI())

# Groq (same runner, just point the OpenAI client at Groq's base URL):
groq_client = OpenAI(
    api_key=os.getenv(""GROQ_API_KEY""),
    base_url=""https://api.groq.com/openai/v1"",
)
llm_client = OpenAIChatCompletionsClient(model=""llama-3.3-70b-versatile"", client=groq_client)

runner = OpenAIChatCompletionsRunner(
    tools=tools,
    developer_prompt=""You are a helpful assistant."",
    llm_client=llm_client,
)
result = runner.loop(prompt=""What's the weather in Berlin?"")
print(result.last_message)
```

### Anthropic

```python
from toyaikit.tools import Tools
from toyaikit.llm import AnthropicClient
from toyaikit.chat.runners import AnthropicMessagesRunner

tools = Tools()
tools.add_tools(my_tools_object)

# Reads ANTHROPIC_API_KEY from the environment automatically:
llm_client = AnthropicClient(model=""claude-haiku-4-5"")

runner = AnthropicMessagesRunner(
    tools=tools,
    developer_prompt=""You are a helpful assistant."",
    llm_client=llm_client,
)
result = runner.loop(prompt=""What's the weather in Berlin?"")
print(result.last_message)
```

Notes:

- `runner.loop(prompt=...)` runs one turn programmatically and returns a result with `.last_message`, `.all_messages`, and `.tokens` — no chat interface needed. Use `runner.run()` only for the interactive Jupyter loop.
- Pass an explicit, current model id. For Anthropic, `claude-haiku-4-5` / `claude-sonnet-4-5` work; an outdated id can 404.
- For Groq you'll see a harmless `UnknownModelWarning: No pricing data...` — the call still succeeds, only cost calculation is skipped.",0224d980b3
"If an Anthropic or Groq model still returns 404, could it be the model name or endpoint, and what model IDs are safe to try?","Yes — if an Anthropic or Groq call still returns `404`, it could be the **model name** or the **endpoint/base URL**.

From the context:

- For **Anthropic**, you should use `AnthropicClient` with `AnthropicMessagesRunner`, and an **explicit current model id**.
- The context says old Anthropic ids can 404, and that these are safe to try:
  - `claude-haiku-4-5`
  - `claude-sonnet-4-5`

For **Groq**, the issue is often that the code is hitting the wrong endpoint. Groq works with the **OpenAI-compatible chat completions endpoint**, so the base URL should be:

- `https://api.groq.com/openai/v1`

And a safe model id shown in the context is:

- `llama-3.3-70b-versatile`

So, in short:

- **Yes**, it can be the **endpoint** or the **model name**
- Safe model IDs from the context:
  - Anthropic: `claude-haiku-4-5`, `claude-sonnet-4-5`
  - Groq: `llama-3.3-70b-versatile`

If you want, I can also show the exact code snippet for each provider.","If you get a `404` (or similar) when using toyaikit with Groq or another non-OpenAI provider, it's because `OpenAIResponsesRunner` / `OpenAIClient` call OpenAI's Responses endpoint (`responses.create`), which only OpenAI implements. Switch to the **chat completions** classes, which use the standard `chat.completions.create` endpoint that Groq and other OpenAI-compatible providers support.

### OpenAI or Groq (chat completions)

```python
import os
from openai import OpenAI
from toyaikit.tools import Tools
from toyaikit.llm import OpenAIChatCompletionsClient
from toyaikit.chat.runners import OpenAIChatCompletionsRunner

tools = Tools()
tools.add_tools(my_tools_object)   # functions need type hints + an Args: docstring

# OpenAI:
llm_client = OpenAIChatCompletionsClient(model=""gpt-4o-mini"", client=OpenAI())

# Groq (same runner, just point the OpenAI client at Groq's base URL):
groq_client = OpenAI(
    api_key=os.getenv(""GROQ_API_KEY""),
    base_url=""https://api.groq.com/openai/v1"",
)
llm_client = OpenAIChatCompletionsClient(model=""llama-3.3-70b-versatile"", client=groq_client)

runner = OpenAIChatCompletionsRunner(
    tools=tools,
    developer_prompt=""You are a helpful assistant."",
    llm_client=llm_client,
)
result = runner.loop(prompt=""What's the weather in Berlin?"")
print(result.last_message)
```

### Anthropic

```python
from toyaikit.tools import Tools
from toyaikit.llm import AnthropicClient
from toyaikit.chat.runners import AnthropicMessagesRunner

tools = Tools()
tools.add_tools(my_tools_object)

# Reads ANTHROPIC_API_KEY from the environment automatically:
llm_client = AnthropicClient(model=""claude-haiku-4-5"")

runner = AnthropicMessagesRunner(
    tools=tools,
    developer_prompt=""You are a helpful assistant."",
    llm_client=llm_client,
)
result = runner.loop(prompt=""What's the weather in Berlin?"")
print(result.last_message)
```

Notes:

- `runner.loop(prompt=...)` runs one turn programmatically and returns a result with `.last_message`, `.all_messages`, and `.tokens` — no chat interface needed. Use `runner.run()` only for the interactive Jupyter loop.
- Pass an explicit, current model id. For Anthropic, `claude-haiku-4-5` / `claude-sonnet-4-5` work; an outdated id can 404.
- For Groq you'll see a harmless `UnknownModelWarning: No pricing data...` — the call still succeeds, only cost calculation is skipped.",0224d980b3
Where do I actually find the Module 1 homework questions for this course?,"You can find the Module 1 homework questions in the course GitHub repo and also on the course management platform.

For the 2026 cohort, start here:

- Module 1 cohort materials: https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag
- Module 1 homework instructions: https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md

The GitHub homework instructions often have extra context, so it’s a good idea to read those first.","Homework links are available in the course GitHub repo and in the course management platform.

For the 2026 Module 1 homework, use:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The course platform is useful for submission and deadlines, but the GitHub homework instructions often contain important extra context.",53f15299b6
Is the homework in the GitHub repo or only on the course platform?,"The homework is in **both places**:

- **GitHub repo** — the homework instructions and extra context are there.
- **Course management platform** — used for **submission and deadlines**.

So for Module 1, you should read the GitHub homework instructions, then submit your answers on the course platform.","Homework links are available in the course GitHub repo and in the course management platform.

For the 2026 Module 1 homework, use:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The course platform is useful for submission and deadlines, but the GitHub homework instructions often contain important extra context.",53f15299b6
What link should I use for the 2026 Module 1 homework instructions?,"Use the **Module 1 homework instructions** link:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md","Homework links are available in the course GitHub repo and in the course management platform.

For the 2026 Module 1 homework, use:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The course platform is useful for submission and deadlines, but the GitHub homework instructions often contain important extra context.",53f15299b6
"Do I need to check the platform as well, or is GitHub enough for the homework?","Yes — check both, but **GitHub is the more important source for the actual homework instructions**.

- **GitHub repo/homework instructions**: often contain extra context and the authoritative task details.
- **Course platform**: useful for **submission and deadlines**.

So for homework, **don’t rely only on the platform**.","Homework links are available in the course GitHub repo and in the course management platform.

For the 2026 Module 1 homework, use:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The course platform is useful for submission and deadlines, but the GitHub homework instructions often contain important extra context.",53f15299b6
Where can I get both the Module 1 materials and the homework sheet?,"You can get both here:

- **Module 1 cohort materials:** https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag
- **Module 1 homework instructions / sheet:** https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md

The course platform is also useful for submission and deadlines, but the GitHub homework instructions often have extra context.","Homework links are available in the course GitHub repo and in the course management platform.

For the 2026 Module 1 homework, use:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The course platform is useful for submission and deadlines, but the GitHub homework instructions often contain important extra context.",53f15299b6
Why does my filtered query keep returning an empty list in HW Q3?,"This is likely an indexing issue. You need to add the index settings **before** adding the data to the indices. After that, your filters and query should work properly.","This is likely to be an error when indexing the data. First, you need to add the index settings before adding the data to the indices, then you will be good to go applying your filters and query.",83da208a64
Could this be because I indexed the data in the wrong order for the homework?,"Yes — in this homework, that can happen if the index settings were added after the data was already indexed.

The likely fix is:

- add the index settings first
- then add/index the data

If the data was indexed in the wrong order, re-create the index and index the data again.","This is likely to be an error when indexing the data. First, you need to add the index settings before adding the data to the indices, then you will be good to go applying your filters and query.",83da208a64
Do I need to set the index settings before loading the documents?,"Yes — for Module 1 homework, you should add the index settings **before** adding the data to the indices.","This is likely to be an error when indexing the data. First, you need to add the index settings before adding the data to the indices, then you will be good to go applying your filters and query.",83da208a64
What should I check if my query works but filtering gives back no results?,"This is likely an indexing issue. Check that you added the index settings **before** inserting the data into the index, then try your filter/query again.","This is likely to be an error when indexing the data. First, you need to add the index settings before adding the data to the indices, then you will be good to go applying your filters and query.",83da208a64
How do I fix empty results after applying filters on the homework data?,"This is likely an indexing issue. To fix it, make sure you **add the index settings before adding the data to the indices**. After that, your filters and query should work correctly instead of returning an empty list.","This is likely to be an error when indexing the data. First, you need to add the index settings before adding the data to the indices, then you will be good to go applying your filters and query.",83da208a64
"Why do I get a 402 from OpenRouter when I call responses.create, and how do I stop it?","OpenRouter can return a **402** from `responses.create()` when you don’t set a reasonable `max_output_tokens`. It checks billing/limits against the **maximum possible output** first, and that can be large, so a free or low-limit key may be rejected before the model runs.

To stop it, set a lower limit:

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

If you’re using `rag_helper.py`, add the same parameter in the `llm()` method. If you’re using ToyAIKit, pass:

```python
extra_kwargs={""max_output_tokens"": 1024}
```

Also make sure your `.env` is pointing to OpenRouter correctly and your key has enough remaining credits.","OpenRouter can return APIStatusError with code 402 when responses.create() is called without a reasonable max_output_tokens limit. This happens because OpenRouter bills/limits checks against the maximum possible output (which can be very large, around 65536 tokens), so a free or low-limit key can be rejected before the model runs. This is different from a direct OpenAI endpoint (which typically returns 429 for insufficient quota).

Fix

Pass a lower limit in your responses.create() call:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI()  # uses OPENAI_API_KEY and OPENAI_BASE_URL from .env

response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework with rag_helper.py, add the same parameter in the ``llm()`` method.

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework Q6 with ToyAIKit:

```python
from toyaikit.llm import OpenAIClient

llm_client = OpenAIClient(
    model=os.environ[""OPENAI_MODEL""],
    extra_kwargs={""max_output_tokens"": 1024},
)
```

1024 is enough for homework answers; you can raise it later if needed.

If it still fails

1) Confirm your `.env` points at OpenRouter:

```env
OPENAI_API_KEY=sk-or-v1-...
OPENAI_BASE_URL=https://openrouter.ai/api/v1
OPENAI_MODEL=openai/gpt-oss-120b:free
```

2) Check your OpenRouter key limit and remaining credits at https://openrouter.ai/settings/keys

3) Prefer a pinned model (for example `openai/gpt-oss-120b:free`) instead of `openrouter/free`, which can route to models with different limits.

Note: This behavior is different from OpenAI’s typical 429 handling for insufficient quota. If you still encounter issues after these steps, double-check the model and endpoint configuration to ensure the key is valid and has sufficient credits.",cfb07a27d5
